A. Bonmascota,,,,,,,,,,,,,
Բ002,,Բոնմասկոտա Դեյլի 10 կգ Bonmascota Daily,,,,,,,,,,,"9 000,00"
Բ001,,Բոնմասկոտա Դեյլի 20 կգ Bonmascota Daily,,,,,,,,,,,"15 000,00"
Բ007,,Բոնմասկոտա Էներջի 20 կգ Bonmascota Energy,,,,,,,,,,,"22 000,00"
Բ004,,Բոնմասկոտա Էքստրիմ 20 կգ Bonmascota Extrem,,,,,,,,,,,"24 000,00"
Բ005,,Բոնմասկոտա Կատուների 10 կգ Bonmascota Cat,,,,,,,,,,,"11 000,00"
Բ006,,Բոնմասկոտա Պլյուս 20 կգ Bonmascota Plus,,,,,,,,,,,"20 000,00"
Բ003,,Բոնմասկոտա Ջունիոր 10 կգ Bonmascota Junior,,,,,,,,,,,"13 000,00"
B. Josera GmbH Co KG,,,,,,,,,,,,,
Ջ45,,"Բարձր էներգետիկ արժեքով, շների High Energy 12․5kg",,,,,,,,,,,"22 500,00"
Ջ23,,"Բուժիչ Ռենալ, շների Help Renal Dog dry 10kg",,,,,,,,,,,"22 000,00"
Ջ12,,"Բուժիչ քաշի կարգավորման և դիաբետիկ, շների Help Weight & Diabetic Dog dry 10kg",,,,,,,,,,,"22 000,00"
Ջ26,,"Բուժիչ, Գաստրո, կատուների Help Gastro Cat Dry 2kg",,,,,,,,,,,"6 000,00"
Ջ21,,"Բուժիչ, Գաստրո, շներիHelp Gastro Dog dry 10kg",,,,,,,,,,,"22 000,00"
Ջ34,,"Բուժիչ, Հիպոալերգիկ, կատուների Help Hypoallergenic Cat Dry 2kg",,,,,,,,,,,"6 000,00"
Ջ22,,"Բուժիչ, Հիպոալերգիկ, շների Help Hypoallergenic dog 10kg",,,,,,,,,,,"25 000,00"
Ջ28,,"Բուժիչ, Ուրինարի, կատուների Help Urinary Cat dry 10kg",,,,,,,,,,,"25 000,00"
Ջ27,,"Բուժիչ, Ռենալ, կատուների Help Renal Cat Dry 10kg",,,,,,,,,,,"25 000,00"
Ջ38,,Գառի և բրնձի համով Josera Lamb & Rice 12.5kg,,,,,,,,,,,"26 000,00"
Ջ24,,Դեյլի քեթ կատուների Daily cat 10kg,,,,,,,,,,,"21 000,00"
Ջ37,,"Լարջ Բրիդ խոշոր ցեղատեսակի շների Large Breed 12,5kg",,,,,,,,,,,"22 500,00"
Ջ25,,Կատուների ձագերի Kitten Grainfree 10kg,,,,,,,,,,,"24 000,00"
Ջ46,,Կարտոֆիլի և Գառի համով շների կեր Lamb & Batate 12․5kg,,,,,,,,,,,"27 500,00"
Ջ36,,Մինի Դելյուքս շների Mini Deluxe Adult 10kg,,,,,,,,,,,"20 000,00"
Ջ18,,Մինի Ջունիոր շների համար Mini Junior 15kg,,,,,,,,,,,"33 500,00"
Ջ43,,Նեյչը քեթ Josera Nature Cat 10kg,,,,,,,,,,,"24 000,00"
Ջ48,,Չոր կեր շների համար Ֆեստիվալ 12․5կգ,,,,,,,,,,,"22 500,00"
Ջ41,,Ջոսիդոգ Էկոնոմ JosiDog Economy 15kg,,,,,,,,,,,"23 000,00"
Ջ08,,Ջոսիդոգ շների ողջ ընտանիքի JosiDog Family 15kg,,,,,,,,,,,"25 000,00"
Ջ09,,"Ջոսիդոգ Ջունիոր, շան ձագերի JosiDog Junior 15kg",,,,,,,,,,,"23 000,00"
Ջ11,,"Ջոսիդոգ Ռեգուլյար, շների JosiDog Regular 15kg",,,,,,,,,,,"23 000,00"
Ջ14,,"Ջոսիքեթ բադի համով, կատուների JosiCat Crispy Duck Adult 10kg",,,,,,,,,,,"16 000,00"
Ջ15,,Ջոսիքեթ ստերջացված կատուների JosiCat Sterilized Classic 10kg,,,,,,,,,,,"16 000,00"
Ջ16,,"Ջոսիքեթ տավարի մսի համով, կատուների JosiCat Tasty Beef Adult 10kg",,,,,,,,,,,"16 000,00"
Ջ44,,Ջոսիքեթ Քիթթն JosiCat Kitten 10kg,,,,,,,,,,,"16 000,00"
Ջ19,,Սենսիթիվ զգայուն շների Sensitive Adult 15kg,,,,,,,,,,,"27 000,00"
Ջ20,,Սենսիթիվ զգայուն շների ձագերի Sensitive Junior 15kg,,,,,,,,,,,"28 000,00"
Ջ13,,Քեթլյուքս կատուների Catelux 10kg,,,,,,,,,,,"22 000,00"
Ջ39,,Քիդս Josera Kids 12.5 kg,,,,,,,,,,,"23 500,00"
Ջ40,,Ֆեմիլի պլյուս Josera Family Plus 12.5 kg,,,,,,,,,,,"28 000,00"
C. Petmaxi S.A.,,,,,,,,,,,,,
Մ01,,Ալիփեթ շների Alipet Adult Dogs 20kg,,,,,,,,,,,"9 700,00"
Մ03,,Ջեքփեթ Էներջի շների Jackpet High Performance 20kg,,,,,,,,,,,"16 000,00"
Մ05,,Ջեքփեթ կատուների Jackpet cat 20kg,,,,,,,,,,,"18 000,00"
Մ02,,Ջեքփեթ հասուն շների Jackpet Adult 20kg,,,,,,,,,,,"12 000,00"
Մ04,,Ջեքփեթ շների ձագերի Jackpet Puppy 20kg,,,,,,,,,,,"16 000,00"
D. Iltex,,,,,,,,,,,,,
Բ02,,Լուպի շների Luppy 10kg,,,,,,,,,,,"4 500,00"
F. Odog,,,,,,,,,,,,,
J01,,J01 Ձողիկներ գունավոր տափակ 100հ/տ MC002,,,,,,,,,,,"2 900,00"
J02,,J02 Ձողիկներ գունավոր կլոր 100հ/տ MC003,,,,,,,,,,,"2 900,00"
J03,,J03 Ջլային ոսկոր 8սմ CH004,,,,,,,,,,,"150,00"
J04,,J04 Ջլային ոսկոր 10սմ CH004,,,,,,,,,,,"300,00"
J05,,J05 Ջլային ոսկոր 15սմ CH004,,,,,,,,,,,"500,00"
J06,,J06 Ջլային ոսկոր 20սմ CH004,,,,,,,,,,,"900,00"
J07,,J07 Ջլային ոսկոր 25սմ 250գր CH004,,,,,,,,,,,"1 200,00"
J08,,J08 Ջլային սպիտակ ոսկոր կարմիր գծով 8սմ CH026,,,,,,,,,,,"150,00"
J09,,J09 Ջլային սպիտակ ոսկոր կանաչ գծով 10սմ CH026,,,,,,,,,,,"250,00"
J10,,J10 Ջլային սպիտակ ոսկոր դեղին գծով 12սմ CH026,,,,,,,,,,,"400,00"
J11,,J11 Ջլային թվիստ հավի 12.5սմ CK006,,,,,,,,,,,"150,00"
J12,,J12 Հավի ֆիլեով թվիստ ձողիկ 14սմ CK015,,,,,,,,,,,"200,00"
J13,,J13 Ջլային ոսկոր հավի 8սմ CK009,,,,,,,,,,,"200,00"
J14,,"J14 Համովիկ շան համար-հավի մսով թվիսթեր 12,7սմ CK027",,,,,,,,,,,"150,00"
J15,,"J15 Համովիկ շան համար-հավի մսով ձողիկներ 12,7սմ CK024",,,,,,,,,,,"350,00"
J16,,"J16 Համովիկ շան համար-հավի մսով ձողիկներ 12,7սմ CK019",,,,,,,,,,,"100,00"
J17,,J17 Համովիկ շան համար-հավի ֆիլե CK038,,,,,,,,,,,"200,00"
J18,,"J18 Համովիկ շան համար-հավի մսով, կալցիումով ոսկորիկներ 6,35սմ CK036",,,,,,,,,,,"100,00"
J19,,J19 Համովիկ շան համար-բադի մսով ձողիկներ DK011,,,,,,,,,,,"120,00"
J20,,J20 Համովիկ շան համար-շրջանակաձև թխվածքաբլիթներ BB011,,,,,,,,,,,"2 300,00"
J21,,J21 Համովիկ շան համար-թխվածքաբլիթներ ոսկորի տեսքով BB008,,,,,,,,,,,"2 300,00"
J22,,"J22 Համովիկ շան համար-գունավոր ոսկորիկներ 13,97սմ MC004",,,,,,,,,,,"250,00"
J23,,"J23 Համովիկ շան համար-ոսկորիկներ 31,75սմ CH004",,,,,,,,,,,"2 500,00"
J24,,"J24 Համովիկ շան համար-թվիսթեր 15,24սմ CH031",,,,,,,,,,,"400,00"
J25,,"J25 Համովիկ շան համար-հավի մսով ձողիկներ 7,62սմ CK005",,,,,,,,,,,"200,00"
J26,,"J26 Համովիկ շան համար-հավի մսով ձողիկներ 12,7սմ CK005",,,,,,,,,,,"300,00"
J27,,"J27 Համովիկ շան համար-հավի մսով ձողիկներ 20,32սմ CK005",,,,,,,,,,,"500,00"
J28,,"J28 Համովիկ շան համար-հավի մսով ձողիկներ 12,7սմ CK021",,,,,,,,,,,"330,00"
J29,,"J29 Համովիկ շան համար-հավի մսով սենդվիչ 12,7սմ CK023",,,,,,,,,,,"250,00"
J30,,"J30 Համովիկ շան համար-հավի մսով ոսկորիկներ 7,62սմ CK040",,,,,,,,,,,"250,00"
J31,,"J31 Համովիկ շան համար-բադի մսով ոսկորիկներ 7,62սմ DK007",,,,,,,,,,,"220,00"
J32,,"J32 Համովիկ շան համար-բադի մսով ոսկորիկներ 12,7սմ DK007",,,,,,,,,,,"550,00"
J33,,"J33 Համովիկ շան համար-բադի մսով ոսկորիկներ 20,32սմ DK007",,,,,,,,,,,"1 500,00"
J34,,"J34 Համովիկ շան համար-բադի մսով ոսկորիկներ 17,78սմ DK010",,,,,,,,,,,"800,00"
J35,,J35 Համովիկ շան համար-թխվածքաբլիթներ ոսկորի տեսքով 31662,,,,,,,,,,,"2 300,00"
J36,,"J36 Համովիկ շան համար-հավի մսով ձողիկներ 15,24սմ 31146",,,,,,,,,,,"500,00"
J37,,"J37 Համովիկ շան համար-ջլային ձողիկներ 12,7սմ 27650",,,,,,,,,,,"50,00"
Q029,,Q029 Համովիկ շան համար-հավով և քաղցր կատոֆիլով փաթաթած ձողիկ 100գր 4059 31012083,,,,,,,,,,,"700,00"
Q050,,Q050 Համովիկ շան համար-Կաթի համով փայտ և մինի հավի ջերկի 100գր 3922 31011026,,,,,,,,,,,"1 200,00"
Q051,,Q051 Համովիկ շան համար-Բադի ջերկի 100գր 3939 31021004,,,,,,,,,,,"1 200,00"
Q052,,Q052 Համովիկ շան համար-Գառան մսի շերտեր 100գր 3946 31042018,,,,,,,,,,,"1 300,00"
Q053,,Q053 Համովիկ շան համար-Տավարի մսի շերտեր 100գր 3953 31072004,,,,,,,,,,,"1 200,00"
Q054,,Q054 Համովիկ շան համար-Բարբիքյուի համով բադի ձողիկներ 100գր 3960 31022020,,,,,,,,,,,"1 100,00"
Q055,,Q055 Համովիկ շան համար-Ոլորված Հավի Սենդվիչներ 100գր 3977 31012042,,,,,,,,,,,"1 200,00"
Q056,,Q056 Համովիկ շան համար-Բադի նրբերշիկներ 100գր 3984 31022079,,,,,,,,,,,"1 200,00"
Q057,,Q057 Համովիկ շան համար-Բադի և փոլոքի խորանարդներ 100գր 3991 31022011,,,,,,,,,,,"900,00"
Q058,,Q058 Համովիկ շան համար-Նապաստակի և փոլոքի շերտեր 100գր 4004 31052022,,,,,,,,,,,"700,00"
Q059,,Q059 Համովիկ շան համար-Գառան կողոսկրեր 100գր 4011 31042017,,,,,,,,,,,"1 200,00"
Q060,,Q060 Համովիկ շան համար-Եռագույն ձկան ֆիլե 100գր 4028 31062041,,,,,,,,,,,"800,00"
Q061,,"Q061 Համովիկ շան համար-Բադի, հավի, փոլոքի գրանուլ 100գր 4035 31012078",,,,,,,,,,,"800,00"
Q062,,Q062 Համովիկ շան համար-Հավի փափուկ ջերկի 100գր 4042 31011010,,,,,,,,,,,"1 300,00"
Q064,,Q064 Համովիկ շան համար-Հավի միս և կիվի 100գր 4073 31013016,,,,,,,,,,,"800,00"
Q065,,Q065 Համովիկ շան համար-Հավ և արքայախնձոր 100գր 4080 31013017,,,,,,,,,,,"800,00"
Q066,,"Q066 Համովիկ շան համար-Հավի, բադի, փոլոքի ֆիլե 100գր 4097 31012072",,,,,,,,,,,"1 000,00"
Q067,,Q067 Համովիկ շան համար-Բադի փոքր ֆիլե 100գր 4103 31021014,,,,,,,,,,,"800,00"
Q068,,Q068 Համովիկ շան համար-Բադի միս և թխվածքաբլիթ 100գր 4110 31023011,,,,,,,,,,,"1 000,00"
Q069,,Q069 Համովիկ շան համար-Բադ ոլորված սենդվիչ 100գր 4127 31022026,,,,,,,,,,,"1 200,00"
Q070,,Q070 Համովիկ շան համար-Նապաստակի ականջ և բադի միս 100գր 4134 31052024,,,,,,,,,,,"1 100,00"
Q071,,Q071 Համովիկ շան համար-Տավարի միս և քաղցր կարտոֆիլ 100գր 4141 31072017,,,,,,,,,,,"1 100,00"
Q072,,Q072 Համովիկ շան համար-Գառան միս և բրնձե ձողիկներ 100գր 4158 31042004,,,,,,,,,,,"1 000,00"
Q073,,Q073 Համովիկ շան համար-Գառան ոսկոր օսլայով 100գր 4165 31043002,,,,,,,,,,,"1 000,00"
Q074,,Q074 Համովիկ շան համար-Նապաստակի կողոսկր 100գր 4172 31052012,,,,,,,,,,,"1 000,00"
Q076,,Q076 Համովիկ շան համար-Բադի միս և ոսկոր 31013001,,,,,,,,,,,"80,00"
Q077,,Q077 Համովիկ շան համար-Հում կաշվի Բադի փաթաթան սեղմված ոսկորով 8 սմ 31012056,,,,,,,,,,,"200,00"
Q078,,Q078 Համովիկ շան համար-Հում կաշվի Բադի փաթաթան սեղմված ոսկորով 12 սմ 31012058,,,,,,,,,,,"500,00"
Q079,,Q079 Համովիկ շան համար-Գառի մսի փաթաթան ջլային ձողիկներ 12սմ 31012084,,,,,,,,,,,"300,00"
Q080,,Q080 Համովիկ շան համար-Գառի մսի փաթաթան և մեծ ջլային ոսկոր 22սմ 31013051,,,,,,,,,,,"900,00"
Q081,,Q081 Համովիկ շան համար-Հում կաշվից Բադի փաթաթան հանգուցավոր ոսկորով 11 սմ 31013005,,,,,,,,,,,"250,00"
Q082,,Q082 Համովիկ շան համար-Հում կաշվից Գառի փաթաթան հանգուցավոր ոսկորով 20 սմ 31013062,,,,,,,,,,,"800,00"
Q083,,Q083 Համովիկ շան համար-Հում կաշվից Գառի փաթաթան հանգուցավոր ոսկորով 7 սմ 31013044,,,,,,,,,,,"150,00"
Q084,,Q084 Համովիկ շան համար- բադի և բրնձի գանտելներ 31012113,,,,,,,,,,,"200,00"
Q085,,Q085 Համովիկ շան համար-Գառի մսով փաթաթված ջլային ձողիկներ 31013024,,,,,,,,,,,"250,00"
Q086,,Q086 Համովիկ շան համար-Բադի մսի կտորներ 31022013,,,,,,,,,,,"50,00"
Q087,,Q087 Համովիկ շան համար-Բադի մսով ջլային ձողիկներ 31023018,,,,,,,,,,,"100,00"
Q088,,Q088 Համովիկ շան համար-Տավարի մսով ոսկորներ 31073001,,,,,,,,,,,"80,00"
Q005,,Համովիկ կատվի համար-գառի փոքր սուշի 50գր 1843 32042001,,,,,,,,,,,"600,00"
Q004,,Համովիկ կատվի համար-հավի մինի սենդվիչ 50գր 1836 32012002,,,,,,,,,,,"600,00"
Q001,,Համովիկ կատվի համար-հավով գազարով բարակ չիփսեր 50գր 1805 32011012,,,,,,,,,,,"500,00"
Q002,,Համովիկ կատվի համար-հավով ձողիկներ 50գր 1812 32011001,,,,,,,,,,,"600,00"
Q003,,Համովիկ կատվի համար-հավով ու բրնձով մինի ձողիկներ 50գր 1829 32012010,,,,,,,,,,,"600,00"
Q045,,Համովիկ շան համար-բադի գանտելներ 100գր 0014 31022008,,,,,,,,,,,"1 000,00"
Q026,,Համովիկ շան համար-բադի մսով ոսկոր 100գր 1720 31022023,,,,,,,,,,,"1 000,00"
Q044,,Համովիկ շան համար-բադի սուշի 100գր 0038 31022003,,,,,,,,,,,"1 000,00"
Q013,,Համովիկ շան համար-բադի տակո 100գր 1607 31022044,,,,,,,,,,,"1 000,00"
Q024,,Համովիկ շան համար-բադի փափուկ ջերկի 100գր 0557 31021008,,,,,,,,,,,"1 000,00"
Q016,,Համովիկ շան համար-բադի ֆիլե 100գր 1638 310122019,,,,,,,,,,,"1 200,00"
Q025,,Համովիկ շան համար-բադով և բրնձով գանտելներ 100գր 1713 31022030,,,,,,,,,,,"1 000,00"
Q020,,Համովիկ շան համար-գառի ձողիկ 100գր 1669 31042008,,,,,,,,,,,"900,00"
Q041,,Համովիկ շան համար-գառի սենդվիչ 100գր 0021 31042011,,,,,,,,,,,"1 200,00"
Q034,,Համովիկ շան համար-գունավոր հավի սուշի 100գր 1782 31012003,,,,,,,,,,,"800,00"
Q032,,Համովիկ շան համար-ծովային ձկան մսով 100գր 1775 31012011,,,,,,,,,,,"1 000,00"
Q007,,Համովիկ շան համար-կաթի համով ատամի ոսկոր 100գր 1553 31081048,,,,,,,,,,,"800,00"
Q049,,Համովիկ շան համար-հավի  հում ջերկի 100գր 1072 31011014,,,,,,,,,,,"1 200,00"
Q048,,Համովիկ շան համար-հավի  ջերկի 100գր 1010 31011004,,,,,,,,,,,"1 500,00"
Q047,,Համովիկ շան համար-հավի գանտելներ 100գր 1140,,,,,,,,,,,"1 000,00"
Q031,,Համովիկ շան համար-հավի և բրնձի համով ոսկոր 100գր 4066 31012005,,,,,,,,,,,"800,00"
Q028,,Համովիկ շան համար-հավի և կաթի համով ձողիկ 100գր 1744 31013011,,,,,,,,,,,"1 000,00"
Q036,,Համովիկ շան համար-հավի կողիկներ 100գր 1294 31012002,,,,,,,,,,,"900,00"
Q027,,Համովիկ շան համար-հավի ձողիկ 100գր 1157 31012033,,,,,,,,,,,"900,00"
Q037,,Համովիկ շան համար-հավի ձողիկներ 100գր 1362 31012007,,,,,,,,,,,"1 000,00"
Q010,,Համովիկ շան համար-հավի մինի գանտելներ 100գր 1263 31012055,,,,,,,,,,,"1 000,00"
Q009,,Համովիկ շան համար-հավի մսով փաթաթած ձողիկ 100գր 1577 31012084,,,,,,,,,,,"900,00"
Q011,,Համովիկ շան համար-հավի մսով փաթաթած ոսկոր 100գր 1584 31012057,,,,,,,,,,,"1 200,00"
Q039,,Համովիկ շան համար-հավի պարույրաձև ջերկիներ 100գր 1393 31011012,,,,,,,,,,,"1 200,00"
Q014,,Համովիկ շան համար-հավի ռոլլ 100գր 1614 31012077,,,,,,,,,,,"800,00"
Q046,,Համովիկ շան համար-հավի սուշի 100գր 1096 31012010,,,,,,,,,,,"1 000,00"
Q012,,Համովիկ շան համար-հավի տակո 100գր 1591 31012076,,,,,,,,,,,"800,00"
Q040,,Համովիկ շան համար-հավի փափուկ օղակներ 100գր 1409 31011028,,,,,,,,,,,"1 200,00"
Q015,,Համովիկ շան համար-հավի օղաբլիթ 100գր 1621 31013035,,,,,,,,,,,"900,00"
Q035,,Համովիկ շան համար-հավով և բրնձով գանտելներ 100գր 1249 31012003,,,,,,,,,,,"1 000,00"
Q030,,Համովիկ շան համար-հավով և քաղցր կատոֆիլով ձողիկ 100գր 1751 31012030,,,,,,,,,,,"800,00"
Q029,,Համովիկ շան համար-հավով և քաղցր կատոֆիլով փաթաթած ձողիկ 100գր 1768 31012083,,,,,,,,,,,"800,00"
Q019,,Համովիկ շան համար-ձկան կաշի քաղցր կարտոֆիլով 100գր 1652 31063003,,,,,,,,,,,"1 000,00"
Q042,,Համովիկ շան համար-նապաստակի ձողիկներ 100գր 4189 31052011,,,,,,,,,,,"1 000,00"
Q043,,Համովիկ շան համար-նապաստակի սուշի 100գր 0410 31052006,,,,,,,,,,,"1 000,00"
Q008,,Համովիկ շան համար-պանրի համով ատամի ոսկոր 100գր 1560 31081049,,,,,,,,,,,"600,00"
Q017,,Համովիկ շան համար-սաղմոնի ձողիկ 100գր 1645 31062003,,,,,,,,,,,"800,00"
Q018,,Համովիկ շան համար-սաղմոնի ֆիլե ձկան տեսքով 100գր 1386 31062008,,,,,,,,,,,"800,00"
Q006,,Համովիկ շան համար-տավարի հում կաշի 100գր 1546 31081047,,,,,,,,,,,"500,00"
Q022,,Համովիկ շան համար-տավարի մսով գանտելներ 100գր 1683 31072008,,,,,,,,,,,"1 000,00"
Q023,,Համովիկ շան համար-տավարի մսով ձողիկներ 100գր 1690 31073001,,,,,,,,,,,"1 000,00"
Q038,,Համովիկ շան համար-տավարի չիփսեր 100գր 1799 31072007,,,,,,,,,,,"1 200,00"
Q021,,Համովիկ շան համար-տավարի սուշի 100գր 1676 31072010,,,,,,,,,,,"1 000,00"
Q033,,Համովիկ շան համար-փոքր հավի սուշի 100գր 1430 31012008,,,,,,,,,,,"800,00"
Ի13,,Շան Բիսկվիտ Խնձոր և Հատապտուղ  Apple and Berries Adult All Breeds 1kg,,,,,,,,,,,"900,00"
Ի12,,"Շան Բիսկվիտ Կոկոս Վանիլ COCCO, VANIGLIA E LIQUIRIZIA Adult All Breeds 1kg",,,,,,,,,,,"900,00"
Ի11,,Շան Բիսկվիտ Նարինջ և Արքայախնձոր ARANCIA E ANANAS Adult All Breeds 1kg,,,,,,,,,,,"900,00"
G. Juanit,,,,,,,,,,,,,
ԱՎ 18,,ԱՎ 18 Կատվի ավազ Պրեմիում 10կգ,,,,,,,,,,,"2 200,00"
ԱՎ 19,,ԱՎ 19 Կատվի ավազ Պրեմիում ակտիվացված կարբոնով 10կգ,,,,,,,,,,,"2 800,00"
ԱՎ 02,,Կատվի Ավազ Պրեմիում Ջուանիտ 7կգ,,,,,,,,,,,"1 500,00"
ԱՎ 05,,Կատվի ավազ Սուպեր Պրեմիում Լավանդայի Հոտով Ջուանիտ 7կգ,,,,,,,,,,,"1 800,00"
ԱՎ 04,,Կատվի ավազ Սուպեր Պրեմիում Կիտրոնի Հոտով Ջուանիտ 7կգ,,,,,,,,,,,"1 800,00"
H. Tofu,,,,,,,,,,,,,
Ավ 12,,Կատվի Լցանյութ Tofu Դեղձ  6լ,,,,,,,,,,,"1 000,00"
Ավ 13,,Կատվի Լցանյութ Tofu Լավանդա  6լ,,,,,,,,,,,"1 000,00"
Ավ 11,,Կատվի Լցանյութ Tofu Կանաչ թեյ  6լ,,,,,,,,,,,"1 000,00"
Ավ 10,,Կատվի Լցանյութ Tofu օրիգինալ 6լ,,,,,,,,,,,"1 000,00"
I. Probalance,,,,,,,,,,,,,
Պ01,,"ProBalance 1'st Diet для котят с кроликом в желе, пауч, 85г",,,,,,,,,,,"100,00"
Պ02,,"ProBalance 1'st Diet для котят с телятиной в желе, пауч, 85г",,,,,,,,,,,"100,00"
Պ03,,"ProBalance Active для активных кошек, пауч 85г",,,,,,,,,,,"100,00"
Պ12,,"ProBalance Gourmet Diet с телятиной и кроликом в желе, пауч 85 гр",,,,,,,,,,,"100,00"
Պ11,,"ProBalance Gourmet Diet с телятиной и ягненком в желе, пауч 85 гр",,,,,,,,,,,"100,00"
Պ04,,"ProBalance Immuno Protection с говядиной в соусе кошек, пауч 85г",,,,,,,,,,,"100,00"
Պ05,,"ProBalance Immuno Protection с кроликом в соусе кошек, пауч 85г",,,,,,,,,,,"100,00"
Պ09,,"ProBalance Immuno для собак малых и средних пород, пауч",,,,,,,,,,,"100,00"
Պ08,,Probalance PUPPY Immuno для щенков 85гр,,,,,,,,,,,"100,00"
Պ10,,ProBalance Sensitive для собак чувствительное пищеварение,,,,,,,,,,,"100,00"
Պ06,,"ProBalance Sensitive чувствительное пищеварение кошек, пауч 85 гр",,,,,,,,,,,"100,00"
Պ07,,"ProBalance Sterilized для стерилиз.кошек/кастр. котов, пауч 85гр",,,,,,,,,,,"100,00"
I. Четвероногий Гурман,,,,,,,,,,,,,
Գ008,,Ekonorm Мясное рагу 100 г для собак с говядиной и сердцем 618101001,,,,,,,,,,,"280,00"
Գ009,,Ekonorm Мясное рагу 100 г для собак с индейкой и сердцем 618101002,,,,,,,,,,,"280,00"
Գ011,,Ekonorm Мясное рагу 100 г для собак с курицей и потрошками 618101004,,,,,,,,,,,"280,00"
Գ010,,Ekonorm Мясное рагу 100 г для собак с ягненком и рубцом 618101003,,,,,,,,,,,"280,00"
Գ015,,Ekonorm Мясное рагу 340 г для собак с говядиной и сердцем 618109001,,,,,,,,,,,"480,00"
