A. Bonmascota,,,,,,,,,,,,,
Գ016,,Ekonorm Мясное рагу 340 г для собак с курицей и потрошками 618109002,,,,,,,,,,,"480,00"
Գ017,,Ekonorm Мясное рагу 340 г для собак с ягненком и рубцом 618109003,,,,,,,,,,,"480,00"
Գ012,,Ekonorm Мясное рагу 850 г для собак с говядиной и сердцем 618113001,,,,,,,,,,,"950,00"
Գ013,,Ekonorm Мясное рагу 850 г для собак с индейкой и сердцем 618113002,,,,,,,,,,,"950,00"
Գ014,,Ekonorm Мясное рагу 850 г для собак с ягненком и рубцом 618113003,,,,,,,,,,,"950,00"
Գ079,,Ekonorm Паштет 100 г для кошек с индейкой и потрошками 4660018501331,,,,,,,,,,,"280,00"
Գ080,,Ekonorm Паштет 100 г для кошек с телятиной и сердцем 4660018501355,,,,,,,,,,,"280,00"
Գ076,,Petibon Smart Паштет для кошек 100 г с индейкой и уткой 4660018501195,,,,,,,,,,,"280,00"
Գ077,,Petibon Smart Паштет для кошек 100 г с курицей и телятиной 4660018501171,,,,,,,,,,,"280,00"
Գ078,,Petibon Smart Паштет для кошек 100 г с телятиной и кроликом 4660018501232,,,,,,,,,,,"280,00"
Գ003,,Petibon Smart Рубленое мясо 100 г для собак с говядиной и ягненком 317101003,,,,,,,,,,,"300,00"
Գ001,,Petibon Smart Рубленое мясо 100 г для собак с индейкой и телятиной 317101001,,,,,,,,,,,"300,00"
Գ004,,Petibon Smart Рубленое мясо 100 г для собак с курицей и уткой 317101004,,,,,,,,,,,"300,00"
Գ002,,Petibon Smart Рубленое мясо 100 г для собак с ягненком и индейкой 317101002,,,,,,,,,,,"300,00"
Գ006,,Petibon Smart Рубленое мясо 240 г для собак с индейкой и телятиной 317141003,,,,,,,,,,,"450,00"
Գ005,,Petibon Smart Рубленое мясо 240 г для собак с курицей и уткой 317141002,,,,,,,,,,,"450,00"
Գ007,,Petibon Smart Рубленое мясо 240 г для собак с ягненком и индейкой 317141004,,,,,,,,,,,"450,00"
Գ071,,"ВКУСМЯСИНА ""Кусочки с говядиной в соусе"" для собак (пауч), 85 г 4660018509108",,,,,,,,,,,"100,00"
Գ050,,"ВКУСМЯСИНА ""Кусочки с говядиной в соусе""стерилизованных кошек (пауч), 85г 721201001",,,,,,,,,,,"100,00"
Գ046,,"ВКУСМЯСИНА ""Кусочки с говядиной и печенью в соусе"" для собак иммунитет (пауч), 85г 721101002",,,,,,,,,,,"100,00"
Գ075,,"ВКУСМЯСИНА ""Кусочки с говядиной и печенью в соусе"" для стерилизованных кошек (пауч) 4660018509047",,,,,,,,,,,"100,00"
Գ056,,"ВКУСМЯСИНА ""Кусочки с индейкой в соусе"" для котят (пауч), 85г 721201008",,,,,,,,,,,"100,00"
Գ051,,"ВКУСМЯСИНА ""Кусочки с индейкой в соусе"" для стерилизованных кошек (пауч), 85г 721201002",,,,,,,,,,,"100,00"
Գ048,,"ВКУСМЯСИНА ""Кусочки с индейкой и языком в соусе"" для собак иммунитет (пауч) 85г 721101005",,,,,,,,,,,"100,00"
Գ052,,"ВКУСМЯСИНА ""Кусочки с кроликом в соусе"" для кошек (пауч), 85г 721201003",,,,,,,,,,,"100,00"
Գ049,,"ВКУСМЯСИНА ""Кусочки с кроликом и ягнёнком в соусе"" для собак, гипоаллергенный (пауч) 85г 721101006",,,,,,,,,,,"100,00"
Գ053,,"ВКУСМЯСИНА ""Кусочки с курицей в соусе"" для кошек (пауч), 85г 721201004",,,,,,,,,,,"100,00"
Գ055,,"ВКУСМЯСИНА ""Кусочки с телятиной в соусе"" для котят (пауч), 85г 721201007",,,,,,,,,,,"100,00"
Գ047,,"ВКУСМЯСИНА ""Кусочки с телятиной в соусе"" для щенков (пауч), 85г 721101004",,,,,,,,,,,"100,00"
Գ054,,"ВКУСМЯСИНА ""Кусочки с телятиной и языком в соусе"" для кошек (пауч), 85г 721201005",,,,,,,,,,,"100,00"
Գ072,,"ВКУСМЯСИНА ""Кусочки с телятиной и языком в соусе"" для собак с чувствительным пищеварен 4660018509146",,,,,,,,,,,"100,00"
Գ073,,"ВКУСМЯСИНА ""Кусочки с ягнёнком и говядиной в соусе"" для собак, здоровая кожа и шерсть (пауч) 85г 461",,,,,,,,,,,"100,00"
Գ057,,ВКУСМЯСИНА 100 г для котят с говядиной 703201001,,,,,,,,,,,"300,00"
Գ058,,ВКУСМЯСИНА 100 г для котят с курицей 703201002,,,,,,,,,,,"300,00"
Գ065,,ВКУСМЯСИНА 100 г для собак мелких пород с говядиной и сердцем 718101001,,,,,,,,,,,"300,00"
Գ069,,ВКУСМЯСИНА 100 г для собак мелких пород с говядиной и ягненком 718101005,,,,,,,,,,,"300,00"
Գ070,,ВКУСМЯСИНА 100 г для собак мелких пород с индейкой и сердцем 718101006,,,,,,,,,,,"300,00"
Գ066,,ВКУСМЯСИНА 100 г для собак мелких пород с индейкой и языком 718101002,,,,,,,,,,,"300,00"
Գ067,,ВКУСМЯСИНА 100 г для собак мелких пород с кроликом и ягненком 718101003,,,,,,,,,,,"300,00"
Գ068,,ВКУСМЯСИНА 100 г для собак мелких пород с телятиной и языком 718101004,,,,,,,,,,,"300,00"
Գ059,,ВКУСМЯСИНА 100 г для стерилизованных кошек с говядиной 703201003,,,,,,,,,,,"300,00"
Գ060,,ВКУСМЯСИНА 100 г для стерилизованных кошек с курицей 703201004,,,,,,,,,,,"300,00"
Գ061,,ВКУСМЯСИНА 100 г для щенков с говядиной 703101001,,,,,,,,,,,"300,00"
Գ062,,ВКУСМЯСИНА 100 г для щенков с индейкой 703101002,,,,,,,,,,,"300,00"
Գ064,,ВКУСМЯСИНА 100 г для щенков с кроликом 703101004,,,,,,,,,,,"300,00"
Գ063,,ВКУСМЯСИНА 100 г для щенков с перепелкой 703101003,,,,,,,,,,,"300,00"
Գ028,,ВКУСМЯСИНА 850 г для собак «Говядина с гречкой» 701113001,,,,,,,,,,,"900,00"
Գ029,,ВКУСМЯСИНА 850 г для собак «Говядина с рисом» 701113002,,,,,,,,,,,"900,00"
Գ030,,ВКУСМЯСИНА 850 г для собак «Индейка с рисом» 701113003,,,,,,,,,,,"900,00"
Գ031,,ВКУСМЯСИНА 850 г для собак «Сердце с гречкой» 701113004,,,,,,,,,,,"900,00"
Գ036,,ВКУСМЯСИНА Мясное ассорти 240 г для котят с говядиной 703241001,,,,,,,,,,,"400,00"
Գ037,,ВКУСМЯСИНА Мясное ассорти 240 г для котят с курицей 703241002,,,,,,,,,,,"400,00"
Գ038,,ВКУСМЯСИНА Мясное ассорти 240 г для стерилизованных кошек с говядиной 703241003,,,,,,,,,,,"400,00"
Գ039,,ВКУСМЯСИНА Мясное ассорти 240 г для стерилизованных кошек с курицей 703241004,,,,,,,,,,,"400,00"
Գ032,,ВКУСМЯСИНА Мясное ассорти 240 г для щенков с говядиной 703141001,,,,,,,,,,,"400,00"
Գ033,,ВКУСМЯСИНА Мясное ассорти 240 г для щенков с индейкой 703141002,,,,,,,,,,,"400,00"
Գ035,,ВКУСМЯСИНА Мясное ассорти 240 г для щенков с кроликом 703141004,,,,,,,,,,,"400,00"
Գ034,,ВКУСМЯСИНА Мясное ассорти 240 г для щенков с перепелкой 703141003,,,,,,,,,,,"400,00"
Գ018,,ВКУСМЯСИНА Мясное ассорти 340 г для собак с говядиной 703109001,,,,,,,,,,,"470,00"
Գ019,,ВКУСМЯСИНА Мясное ассорти 340 г для собак с индейкой 703109002,,,,,,,,,,,"470,00"
Գ023,,ВКУСМЯСИНА Мясное ассорти 340 г для собак с печенью 703109006,,,,,,,,,,,"470,00"
Գ020,,ВКУСМЯСИНА Мясное ассорти 340 г для собак с потрошками 703109003,,,,,,,,,,,"470,00"
Գ022,,ВКУСМЯСИНА Мясное ассорти 340 г для собак с сердцем 703109005,,,,,,,,,,,"470,00"
Գ021,,ВКУСМЯСИНА Мясное ассорти 340 г для собак с ягненком 703109004,,,,,,,,,,,"470,00"
Գ024,,ВКУСМЯСИНА Мясное ассорти 850 г для собак с говядиной 703113001,,,,,,,,,,,"900,00"
Գ025,,ВКУСМЯСИНА Мясное ассорти 850 г для собак с индейкой 703113002,,,,,,,,,,,"900,00"
Գ026,,ВКУСМЯСИНА Мясное ассорти 850 г для собак с потрошками 703113003,,,,,,,,,,,"900,00"
Գ027,,ВКУСМЯСИНА Мясное ассорти 850 г для собак с ягненком 703113004,,,,,,,,,,,"900,00"
Գ040,,ВКУСМЯСИНА Мясное рагу 240 г для собак мелких пород с говядиной и сердцем 718141001,,,,,,,,,,,"400,00"
Գ044,,ВКУСМЯСИНА Мясное рагу 240 г для собак мелких пород с говядиной и ягненком 718141005,,,,,,,,,,,"400,00"
Գ045,,ВКУСМЯСИНА Мясное рагу 240 г для собак мелких пород с индейкой и сердцем 718141006,,,,,,,,,,,"400,00"
Գ041,,ВКУСМЯСИНА Мясное рагу 240 г для собак мелких пород с индейкой и языком 718141002,,,,,,,,,,,"400,00"
Գ042,,ВКУСМЯСИНА Мясное рагу 240 г для собак мелких пород с кроликом и ягненком 718141003,,,,,,,,,,,"400,00"
Գ043,,ВКУСМЯСИНА Мясное рагу 240 г для собак мелких пород с телятиной и языком 718141004,,,,,,,,,,,"400,00"
Գ074,,"ВКУСМЯСИНА Пауч 85 г для щенков ""Кусочки с кроликом в соусе"" 4610139232188",,,,,,,,,,,"100,00"
J. TitBit,,,,,,,,,,,,,
Տ194,,Dental 3ը 1ում 110գր 025857,,,,,,,,,,,"460,00"
Տ193,,Dental 3ը 1ում 95գր 025840,,,,,,,,,,,"430,00"
Տ199,,Fresh խորտիկներ փոքր շների 55գր 005286,,,,,,,,,,,"340,00"
Տ 232,,Բադի ոտքեր Ոսկե հավաքածու 55գ 026403,,,,,,,,,,,"450,00"
Տ10,,Դենտ ասորտի 100 գր 006139,,,,,,,,,,,"400,00"
Տ19,,Դենտ շների համար 014578,,,,,,,,,,,"370,00"
Տ93,,Դենտալ+ շների 85գր 014462,,,,,,,,,,,"390,00"
Տ 221,,Երշիկ կատուների համար Կրկնակի հաճույք գառան և հնդկահավով 45գ 026397,,,,,,,,,,,"450,00"
Տ 220,,Երշիկ կատուների համար Կրկնակի հաճույք հորթի մսով և լյարդով 45գ 026380,,,,,,,,,,,"450,00"
Տ 219,,Երշիկ կատուների համար Կրկնակի հաճույք սաղմոնով և իշխանով 45գ 026366,,,,,,,,,,,"420,00"
Տ 218,,Երշիկ Սալչինո շների համար Ոսկե հավաքածու 120գ 025512,,,,,,,,,,,"550,00"
Տ36,,Երշիկ տավարի մսով 021699,,,,,,,,,,,"200,00"
Տ37,,Երշիկ Ֆերմերսկիյե 021743,,,,,,,,,,,"150,00"
Տ69,,Երշիկի ձողիկներ 550գր 024348,,,,,,,,,,,"1 350,00"
Տ06,,Թխվածքաբլիթ 500գ 025086,,,,,,,,,,,"1 200,00"
Տ62,,Լակոմկա 200գր 025123,,,,,,,,,,,"490,00"
Տ96,,Խրթխրթան բարձիկ 30գր 013878,,,,,,,,,,,"200,00"
Տ177,,Խրթխրթան բարձիկ 30գր 013885,,,,,,,,,,,"200,00"
Տ97,,Խրթխրթան բարձիկ 30գր 013892,,,,,,,,,,,"200,00"
Տ101,,Խրթխրթան բարձիկ 30գր 013908,,,,,,,,,,,"200,00"
Տ95,,Խրթխրթան բարձիկ 30գր 013915,,,,,,,,,,,"200,00"
Տ178,,Խրթխրթան բարձիկ 30գր 013922,,,,,,,,,,,"200,00"
Տ 118,,Խրթխրթան բարձիկ 60գր 015391,,,,,,,,,,,"560,00"
Տ119,,Խրթխրթան բարձիկ 60գր 015414,,,,,,,,,,,"560,00"
Տ120,,Խրթխրթան բարձիկներ բադի մսով կատուների ատամները մաքրելու համար 60գր 015407,,,,,,,,,,,"560,00"
Տ 239,,Խրթխրթան բարձիկներ կատուների համար սաղմոնի պաշտետով 60գ 025314,,,,,,,,,,,"350,00"
Տ 238,,Խրթխրթան բարձիկներ կատուների համար տավարի մսով 60գ 025321,,,,,,,,,,,"350,00"
Տ117,,Խրթխրթան բարձիկներ տավարի մսով կատուների ստամոքսից մազերը հեռացնելու համար 60գր 015421,,,,,,,,,,,"560,00"
Տ 216,,Ծամելու ձողիկներ անանուխով M 17գ 025772,,,,,,,,,,,"110,00"
Տ 215,,Ծամելու ձողիկներ տավարի մսով Տ 10գ 025765,,,,,,,,,,,"70,00"
Տ 217,,Ծամելու շերտեր հնդկահավով Տ 10գ 025789,,,,,,,,,,,"90,00"
Տ 212,,Ծամելու սնեկ DENT բադի համով փոքր ցեղատեսակի շների համար 20գ 014516,,,,,,,,,,,"250,00"
Տ 205,,Ծամելու սնեկ DENT գառան համով խոշոր ցեղատեսակի շների համար 270գ 024966,,,,,,,,,,,"1 000,00"
Տ 214,,Ծամելու սնեկ DENT գառան համով փոքր ցեղատեսակի շների համար 20գ 026151,,,,,,,,,,,"150,00"
Տ 20,,Ծամելու սնեկ DENT գառի մսով միջին տեսակի շների համար 50գ 000977,,,,,,,,,,,"300,00"
Տ 208,,Ծամելու սնեկ DENT ծովախեցգետնի համով փոքր շների համար 35գ 000960,,,,,,,,,,,"200,00"
Տ12,,Ծամելու սնեկ DENT կաթնաշոռով փոքր տեսակի շների համար 30գ 014530,,,,,,,,,,,"250,00"
Տ 213,,Ծամելու սնեկ DENT հավի համով փոքր ցեղատեսակի շների համար 20գ 026144,,,,,,,,,,,"150,00"
Տ14,,Ծամելու սնեկ DENT հնդկահավի մսով միջին շների համար 50գ 000984,,,,,,,,,,,"300,00"
Տ 211,,Ծամելու սնեկ DENT հորթի մսի համով միջին ցեղատեսակի շների համար 77գ 024973,,,,,,,,,,,"350,00"
Տ 18,,Ծամելու սնեկ DENT հորթի մսով խոշոր տեսակի շների համար 20գ 014592,,,,,,,,,,,"400,00"
Տ11,,Ծամելու սնեկ DENT յոգուրտով փոքր և միջին տեսակի շան ձագերի համար 40գ 014493,,,,,,,,,,,"220,00"
Տ 16,,Ծամելու սնեկ DENT նապաստակի մսով միջին շների համար 50գ 001011,,,,,,,,,,,"300,00"
Տ 210,,Ծամելու սնեկ DENT պանրի համով փոքր շների համար 40գ 004647,,,,,,,,,,,"200,00"
Տ 17,,Ծամելու սնեկ DENT սաղմոնով փոքր տեսակի շների համար 40գ 014554,,,,,,,,,,,"250,00"
Տ 209,,Ծամելու սնեկ DENT տավարի լյարդի համով փոքր շների համար 40գ 004654,,,,,,,,,,,"200,00"
Տ 207,,Ծամելու սնեկ DENT տավարի համով փոքր ցեղատեսակի շների համար 20գ 026137,,,,,,,,,,,"150,00"
Տ 206,,Ծամելու սնեկ DENT տավարի համով փոքր ցեղատեսակի շների համար 35գ 000953,,,,,,,,,,,"200,00"
Տ 204,,Ծամելու սնեկ DENT փոքր ցեղատեսակի շների համար տավարի համով 63գ 023693,,,,,,,,,,,"340,00"
Տ28,,Կալյարի 20 գր 018941,,,,,,,,,,,"150,00"
Տ13,,Կալյարի 350գր 025543,,,,,,,,,,,"1 550,00"
Տ15,,Կալյարի 50գր  023679,,,,,,,,,,,"350,00"
Տ116,,Կոլոլակ 70գր 019153,,,,,,,,,,,"470,00"
Տ89,,Կրեկեռ բադի 100գր 013830,,,,,,,,,,,"260,00"
Տ90,,Կրեկեռ բադի 250գր  013847,,,,,,,,,,,"490,00"
Տ91,,Կրեկեռ գառի 100գր 013854,,,,,,,,,,,"260,00"
Տ92,,Կրեկեռ գառի 250գր 013861,,,,,,,,,,,"490,00"
Տ196,,Կրենդելկի 025116 500գր,,,,,,,,,,,"1 150,00"
Տ 231,,Հավի ոտքեր Ոսկե հավաքածու 55գ 026410,,,,,,,,,,,"450,00"
Տ197,,Հորթի կտորներ 300գր 024294,,,,,,,,,,,"1 650,00"
Տ 237,,Հորթի ֆրիկասե շների համար Ոսկե հավաքածու 70գ 018552,,,,,,,,,,,"500,00"
Տ200,,"Ձողիկներ բադի, բոլոր շների համար 250գր 024287",,,,,,,,,,,"1 630,00"
Տ 228,,Մսային մարմելադ հնդկահավով 120գ 026205,,,,,,,,,,,"500,00"
Տ 230,,Մսային մարմելադ հորթի մսով 120գ 026212,,,,,,,,,,,"500,00"
Տ 229,,Մսային մարմելադ նապաստակով 120գ 026229,,,,,,,,,,,"500,00"
Տ 227,,Մսային մարմելադի տեսականի 120գ 025901,,,,,,,,,,,"500,00"
Տ195,,Նրբերշիկ Миланский 024324 370գր,,,,,,,,,,,"1 550,00"
Տ 225,,Նրբերշիկ Կաբանոս շների համար բադով 80գ 026175,,,,,,,,,,,"650,00"
Տ 222,,Նրբերշիկ Կաբանոս շների համար գառան մսով 120գ 026182,,,,,,,,,,,"650,00"
Տ 224,,Նրբերշիկ Կաբանոս շների համար հնդկահավով 120գ 026199,,,,,,,,,,,"650,00"
Տ 223,,Նրբերշիկ Կաբանոս շների համար տավարի մսով 80գ 026168,,,,,,,,,,,"650,00"
Տ39,,Շոտլանդական 021736,,,,,,,,,,,"200,00"
Տ78,,Ոչխարի սմբակներ 2  1242,,,,,,,,,,,"1 510,00"
Տ40,,Ոսկորիկներ գառի 012918,,,,,,,,,,,"570,00"
Տ44,,Ոսկորիկներ հնդկահավ և գառ 145գր 012895,,,,,,,,,,,"570,00"
Տ43,,Ոսկորիկներ հնդկահավ և կաթնաշոռ 012901,,,,,,,,,,,"570,00"
Տ42,,Ոսկորիկներ տավար և պանիր 012864,,,,,,,,,,,"570,00"
Տ41,,Ոսկորիկներ տավարի 12857,,,,,,,,,,,"570,00"
Տ71,,Պաստիլա 130գր 025369,,,,,,,,,,,"630,00"
Տ70,,Պաստիլա 130գր 025376,,,,,,,,,,,"630,00"
Տ88,,Պաստիլա 130գր 025383,,,,,,,,,,,"630,00"
Տ08,,Պարմսկայա 120գր 023686,,,,,,,,,,,"600,00"
Տ07,,Պարմսկայա 350գր 024331,,,,,,,,,,,"1 530,00"
Տ135,,Պարմսկայա 80գր 018651,,,,,,,,,,,"450,00"
Տ29,,Պիկանտ 80գր 018699,,,,,,,,,,,"400,00"
Տ33,,Պոսոլսկիյե 021705,,,,,,,,,,,"200,00"
Տ 65,,Պրոֆեսիոնալ համովիկ Dental+Սնեկ գառի մսով միջին ցեղատեսակի շան ձագերի համար 50գ,,,,,,,,,,,"260,00"
Տ 202,,Պրոֆիլակտիկ համովիկ DENTAL 3-ը 1-ում անանուխով փոքր և միջին ցեղատեսակի շների համար 110գ 025833,,,,,,,,,,,"460,00"
Տ 203,,Պրոֆիլակտիկ համովիկ DENTAL 3-ը 1-ում չիչխանով խոշոր ցեղատեսակի շների համար 95գ 025864,,,,,,,,,,,"420,00"
Տ35,,Սերուցքային 021729,,,,,,,,,,,"150,00"
Տ34,,Սիբիրսկիյե 021712,,,,,,,,,,,"150,00"
Տ38,,Սմբակ գառի XL 3265,,,,,,,,,,,"2 000,00"
Տ 236,,Սնեկներ բադի մսով բոլոր ցեղատեսակների շներին վարժեցնելու համար 100գ 025703,,,,,,,,,,,"620,00"
Տ 233,,Սնեկներ հնդկահավի մսով բոլոր ցեղատեսակների շներին վարժեցնելու համար 100գ 025697,,,,,,,,,,,"620,00"
Տ 235,,Սնեկներ հորթի մսով բոլոր ցեղատեսակների շներին վարժեցնելու համար 100գ 025710,,,,,,,,,,,"620,00"
Տ 234,,Սնեկներ նապաստակի մսով բոլոր ցեղատեսակների շներին վարժեցնելու համար 100գ 025680,,,,,,,,,,,"620,00"
Տ240,,Տ240 Колбаски для кошек Двойное удовольствие с цыпленком и печенью 45 г 026373,,,,,,,,,,,"450,00"
Տ198,,Տավարի ժապավեններ 300գր 024300,,,,,,,,,,,"1 630,00"
Տ 226,,Տավարի ոսկորներ փոքր ցեղատեսակի շների համար 100գ 024652,,,,,,,,,,,"910,00"
Տ155,,Տավարի սմբակներ 1100գր 319434,,,,,,,,,,,"4 000,00"
Տ156,,Տավարի սմբակներ 1907,,,,,,,,,,,"1 200,00"
Տ68,,Տավարի սմբակներ 319410,,,,,,,,,,,"3 390,00"
Տ 201,,Տավարի Ստրոգանոֆ բոլոր ցեղատեսակների շների համար 310գ 025536,,,,,,,,,,,"1 650,00"
Տ136,,Տոնական 80գր 018040,,,,,,,,,,,"500,00"
Տ137,,Տրադիցիոն 80գր 018675,,,,,,,,,,,"500,00"
Տ30,,Ֆերմերսկիյե 50գր 018736,,,,,,,,,,,"280,00"
Տ09,,Ֆիննական 30գր 018965,,,,,,,,,,,"250,00"
Տ102,,Ֆրեշ սնեք 005323,,,,,,,,,,,"680,00"
M. KZVS,,,,,,,,,,,,,
Կ332,,Secret Премиум 125 гр консервы для собак мелких пород с индейкой и телятиной,,,,,,,,,,,"250,00"
Կ333,,Secret Премиум 125 гр консервы для собак мелких пород суфле с телятиной,,,,,,,,,,,"250,00"
Կ334,,Secret Премиум 125 гр консервы для собак паштет с говядиной и рисом,,,,,,,,,,,"250,00"
Կ335,,Secret Премиум 125 гр консервы для собак паштет с птицей и рисом,,,,,,,,,,,"250,00"
Կ336,,Secret Премиум 125 гр консервы для собак с телятиной и овощами,,,,,,,,,,,"250,00"
Կ337,,Secret Премиум 125 гр консервы для собак с ягненком и рисом,,,,,,,,,,,"250,00"
Կ372,,Secret Премиум 125 гр պահածո շների համար պաշտետ հավի և հնդկահավի մսով,,,,,,,,,,,"250,00"
Կ371,,Secret Премиум 125 гр պահածո շների ձագերի համար մսային ասորտի,,,,,,,,,,,"250,00"
Դ280,,Везотил 100 для анестезии (порошок для инъекций+растворитель) 5мл,,,,,,,,,,,"25 000,00"
Կ447,,"Зерносмесь Секрет Натура 400 гр для хомяков ореховый микс,14шт /3757/",,,,,,,,,,,"350,00"
Կ417,,Зерносмесь Секрет Натура 500 гр для попугаев в период линьки /3634/,,,,,,,,,,,"400,00"
Կ418,,Зерносмесь Секрет Натура 500 гр для попугаев ореховый микс /3672/,,,,,,,,,,,"400,00"
Կ419,,Зерносмесь Секрет Натура 500 гр для попугаев с комплексом витаминов /3504/,,,,,,,,,,,"400,00"
Կ420,,Зерносмесь Секрет Натура 500 гр для попугаев с комплексом минералов /3641/,,,,,,,,,,,"350,00"
Կ421,,Зерносмесь Секрет Натура 500 гр для попугаев формула здоровья /3658/,,,,,,,,,,,"400,00"
